recording_id,original_recording_name,publication_label,condition_type,rpm_nominal,load_nm,acquisition_timestamp,relative_raw_file,file_size_bytes,data_row_count,column_count,sha256,sha256_group_size,timestamp_group_size,exact_duplicate_content
mcc5_000038_bearing_outer_L_speed_circulation_20Nm_2000rpm_250708095712,bearing_outer_L_speed_circulation_20Nm_2000rpm_250708095712,outer_race,speed_circulation,2000.0,20.0,250708095712,MCC5-THU Motor_speed_circulation/bearing_outer_L_speed_circulation_20Nm_2000rpm_250708095712.csv,118678331,1152000,9,f3c774ac2427df56eb66cd30c0686b2f9cd58ae2c5b730d267f716989447cd42,1,1,False
mcc5_000039_bearing_outer_L_speed_circulation_20Nm_3000rpm_250708100411,bearing_outer_L_speed_circulation_20Nm_3000rpm_250708100411,outer_race,speed_circulation,3000.0,20.0,250708100411,MCC5-THU Motor_speed_circulation/bearing_outer_L_speed_circulation_20Nm_3000rpm_250708100411.csv,118705021,1152000,9,0228ed9e27ea21473660d6505db2390008d7ac134b93875ce76fe3be150b4c69,1,1,False
mcc5_000040_bearing_outer_L_speed_circulation_40Nm_1000rpm_250708094556,bearing_outer_L_speed_circulation_40Nm_1000rpm_250708094556,outer_race,speed_circulation,1000.0,40.0,250708094556,MCC5-THU Motor_speed_circulation/bearing_outer_L_speed_circulation_40Nm_1000rpm_250708094556.csv,118631511,1152000,9,d507b3ae6cd3dbf01b089fd1519bacf083c3ceee608ff9aa1455410b818c923e,1,3,False
mcc5_000041_bearing_outer_L_speed_circulation_40Nm_2000rpm_250708100011,bearing_outer_L_speed_circulation_40Nm_2000rpm_250708100011,outer_race,speed_circulation,2000.0,40.0,250708100011,MCC5-THU Motor_speed_circulation/bearing_outer_L_speed_circulation_40Nm_2000rpm_250708100011.csv,118669490,1152000,9,9cb04068bb1e5f2543421eebbdb6dc29f654f19b3a431299ae8642958140f5e7,1,1,False
mcc5_000042_bearing_outer_L_speed_circulation_40Nm_3000rpm_250708100602,bearing_outer_L_speed_circulation_40Nm_3000rpm_250708100602,outer_race,speed_circulation,3000.0,40.0,250708100602,MCC5-THU Motor_speed_circulation/bearing_outer_L_speed_circulation_40Nm_3000rpm_250708100602.csv,118697932,1152000,9,0e422b01acec9b095def3ff91f8a34ffe1a160bbd93a46d4da08858c41bdda91,1,1,False
mcc5_000085_health_speed_circulation_20Nm_1000rpm_250702161631,health_speed_circulation_20Nm_1000rpm_250702161631,healthy,speed_circulation,1000.0,20.0,250702161631,MCC5-THU Motor_speed_circulation/health_speed_circulation_20Nm_1000rpm_250702161631.csv,118602669,1152000,9,bcfca74b6624399a1d5625d8915fba78b00a52b59c6f7e0d2363e01aedef8361,1,1,False
mcc5_000086_health_speed_circulation_20Nm_2000rpm_250702162116,health_speed_circulation_20Nm_2000rpm_250702162116,healthy,speed_circulation,2000.0,20.0,250702162116,MCC5-THU Motor_speed_circulation/health_speed_circulation_20Nm_2000rpm_250702162116.csv,118665402,1152000,9,e25f152bae94d86d6f308d8aedf0af1c146f94518052236485afa4193f412cc9,1,1,False
mcc5_000087_health_speed_circulation_20Nm_3000rpm_250702162533,health_speed_circulation_20Nm_3000rpm_250702162533,healthy,speed_circulation,3000.0,20.0,250702162533,MCC5-THU Motor_speed_circulation/health_speed_circulation_20Nm_3000rpm_250702162533.csv,118694292,1152000,9,e62c4ccb140d15b9eb7b01cdb004769dda3640ddfeb226a1d1ffcb94610f00e9,1,1,False
mcc5_000088_health_speed_circulation_40Nm_1000rpm_250702161900,health_speed_circulation_40Nm_1000rpm_250702161900,healthy,speed_circulation,1000.0,40.0,250702161900,MCC5-THU Motor_speed_circulation/health_speed_circulation_40Nm_1000rpm_250702161900.csv,118595919,1152000,9,1b0a6b9ecb543db94b43310ea210360d55c67bab90b4913b075ba14c04c0c0c6,1,1,False
mcc5_000089_health_speed_circulation_40Nm_2000rpm_250702162327,health_speed_circulation_40Nm_2000rpm_250702162327,healthy,speed_circulation,2000.0,40.0,250702162327,MCC5-THU Motor_speed_circulation/health_speed_circulation_40Nm_2000rpm_250702162327.csv,118662149,1152000,9,7f81370678b42c5df620f5a7087cc503f855257c2b20c80f67d4dd03239e7151,1,1,False
mcc5_000090_health_speed_circulation_40Nm_3000rpm_250702162804,health_speed_circulation_40Nm_3000rpm_250702162804,healthy,speed_circulation,3000.0,40.0,250702162804,MCC5-THU Motor_speed_circulation/health_speed_circulation_40Nm_3000rpm_250702162804.csv,118686897,1152000,9,b5ae8c8d040d74637b11ced34c4bd2b9f9f60aef7f109b02583ab3bb1a2fb554,1,1,False
mcc5_000145_bearing_ball_H_torque_circulation_20Nm_1000rpm_250707135802d,bearing_ball_H_torque_circulation_20Nm_1000rpm_250707135802d,rolling_element,torque_circulation,1000.0,20.0,250707135802,MCC5-THU Motor_torque_circulation/bearing_ball_H_torque_circulation_20Nm_1000rpm_250707135802d.csv,118623039,1152000,9,f2e855847812cd1d3206a3f39214def9f342b6d81e3f3f4ec975bc6404ff2957,1,1,False
mcc5_000146_bearing_ball_H_torque_circulation_20Nm_2000rpm_250707140027d,bearing_ball_H_torque_circulation_20Nm_2000rpm_250707140027d,rolling_element,torque_circulation,2000.0,20.0,250707140027,MCC5-THU Motor_torque_circulation/bearing_ball_H_torque_circulation_20Nm_2000rpm_250707140027d.csv,118665111,1152000,9,42283aff930db5e8e5b280664bd2a99ce3f806413e26671521ddcde6baa465b6,1,1,False
mcc5_000147_bearing_ball_H_torque_circulation_20Nm_3000rpm_250707140229d,bearing_ball_H_torque_circulation_20Nm_3000rpm_250707140229d,rolling_element,torque_circulation,3000.0,20.0,250707140229,MCC5-THU Motor_torque_circulation/bearing_ball_H_torque_circulation_20Nm_3000rpm_250707140229d.csv,118701061,1152000,9,35e2afc1e6797806189e25cf1a6cfffd7104bf617a2ca2849e6674623c7d3cec,1,1,False
mcc5_000148_bearing_ball_H_torque_circulation_40Nm_1000rpm_250707140440d,bearing_ball_H_torque_circulation_40Nm_1000rpm_250707140440d,rolling_element,torque_circulation,1000.0,40.0,250707140440,MCC5-THU Motor_torque_circulation/bearing_ball_H_torque_circulation_40Nm_1000rpm_250707140440d.csv,118634336,1152000,9,82bddc6a74e8eef38cd90fbe769abac7c1554d3308ca90b450e2a810861a5c2e,1,1,False
mcc5_000149_bearing_ball_H_torque_circulation_40Nm_2000rpm_250707142821d,bearing_ball_H_torque_circulation_40Nm_2000rpm_250707142821d,rolling_element,torque_circulation,2000.0,40.0,250707142821,MCC5-THU Motor_torque_circulation/bearing_ball_H_torque_circulation_40Nm_2000rpm_250707142821d.csv,118678084,1152000,9,6d1c723fb8a00e1925e07070fb6ca853b219b5a1f387c2a4c1a58a40f6679e19,1,1,False
mcc5_000150_bearing_ball_H_torque_circulation_40Nm_3000rpm_250707143025d,bearing_ball_H_torque_circulation_40Nm_3000rpm_250707143025d,rolling_element,torque_circulation,3000.0,40.0,250707143025,MCC5-THU Motor_torque_circulation/bearing_ball_H_torque_circulation_40Nm_3000rpm_250707143025d.csv,118700517,1152000,9,c343b89b820389295fb160ba9a5c8679524e331b3e973150e2057bb16fbf808e,1,1,False
mcc5_000151_bearing_ball_L_torque_circulation_20Nm_1000rpm_250707153516d,bearing_ball_L_torque_circulation_20Nm_1000rpm_250707153516d,rolling_element,torque_circulation,1000.0,20.0,250707153516,MCC5-THU Motor_torque_circulation/bearing_ball_L_torque_circulation_20Nm_1000rpm_250707153516d.csv,118654349,1152000,9,12dc9a42d9ff4773f0a2ad405f167e4e5aaa9b990f218b99b6b2d731819e3b81,1,1,False
mcc5_000152_bearing_ball_L_torque_circulation_20Nm_2000rpm_250707153733d,bearing_ball_L_torque_circulation_20Nm_2000rpm_250707153733d,rolling_element,torque_circulation,2000.0,20.0,250707153733,MCC5-THU Motor_torque_circulation/bearing_ball_L_torque_circulation_20Nm_2000rpm_250707153733d.csv,118699733,1152000,9,315275ddb36719e89b6b879890a6cc9aa89f50a4eb030aa36827bad0e69add4a,1,1,False
mcc5_000153_bearing_ball_L_torque_circulation_20Nm_3000rpm_250707153938d,bearing_ball_L_torque_circulation_20Nm_3000rpm_250707153938d,rolling_element,torque_circulation,3000.0,20.0,250707153938,MCC5-THU Motor_torque_circulation/bearing_ball_L_torque_circulation_20Nm_3000rpm_250707153938d.csv,118720277,1152000,9,496b2a71a7725305f6c01672eef9c8a517576455505fc52e0b919640e8de4cff,1,1,False
mcc5_000154_bearing_ball_L_torque_circulation_40Nm_1000rpm_250707154144d,bearing_ball_L_torque_circulation_40Nm_1000rpm_250707154144d,rolling_element,torque_circulation,1000.0,40.0,250707154144,MCC5-THU Motor_torque_circulation/bearing_ball_L_torque_circulation_40Nm_1000rpm_250707154144d.csv,118655972,1152000,9,711e54906e37bbfed5bf00312b965ccbc55f7af68facc4aa1cd8f1539e270457,1,1,False
mcc5_000155_bearing_ball_L_torque_circulation_40Nm_2000rpm_250707154410d,bearing_ball_L_torque_circulation_40Nm_2000rpm_250707154410d,rolling_element,torque_circulation,2000.0,40.0,250707154410,MCC5-THU Motor_torque_circulation/bearing_ball_L_torque_circulation_40Nm_2000rpm_250707154410d.csv,118694831,1152000,9,701c852d56b783e8b0a11dbade023240aca773a1ccb4077282e77b2ced9742cf,1,1,False
mcc5_000156_bearing_ball_L_torque_circulation_40Nm_3000rpm_250707154630d,bearing_ball_L_torque_circulation_40Nm_3000rpm_250707154630d,rolling_element,torque_circulation,3000.0,40.0,250707154630,MCC5-THU Motor_torque_circulation/bearing_ball_L_torque_circulation_40Nm_3000rpm_250707154630d.csv,118725709,1152000,9,9dc242d9a0ab4696c9208aea99d4e0c290ca14cd0368ff1d96c583c5cbe7cc6a,1,1,False
mcc5_000157_bearing_inner_H_torque_circulation_20Nm_1000rpm_250704084736d,bearing_inner_H_torque_circulation_20Nm_1000rpm_250704084736d,inner_race,torque_circulation,1000.0,20.0,250704084736,MCC5-THU Motor_torque_circulation/bearing_inner_H_torque_circulation_20Nm_1000rpm_250704084736d.csv,118678795,1152000,9,a97772c0b02bd5125b68dc3b551de6eb430ddb239092514f0d52b83b1d62323a,1,1,False
mcc5_000158_bearing_inner_H_torque_circulation_20Nm_2000rpm_250704084956d,bearing_inner_H_torque_circulation_20Nm_2000rpm_250704084956d,inner_race,torque_circulation,2000.0,20.0,250704084956,MCC5-THU Motor_torque_circulation/bearing_inner_H_torque_circulation_20Nm_2000rpm_250704084956d.csv,118706038,1152000,9,0b3de8ffaaccba6ab971a39af15554d744555aaba5ecf2c04369e61ccab9d92b,1,1,False
mcc5_000159_bearing_inner_H_torque_circulation_20Nm_3000rpm_250704085209d,bearing_inner_H_torque_circulation_20Nm_3000rpm_250704085209d,inner_race,torque_circulation,3000.0,20.0,250704085209,MCC5-THU Motor_torque_circulation/bearing_inner_H_torque_circulation_20Nm_3000rpm_250704085209d.csv,118707766,1152000,9,ddc1864d1196d1d067877eed5d5e3ca8512fa80e056b2538160131c754e94cca,1,1,False
mcc5_000160_bearing_inner_H_torque_circulation_40Nm_1000rpm_250704085422d,bearing_inner_H_torque_circulation_40Nm_1000rpm_250704085422d,inner_race,torque_circulation,1000.0,40.0,250704085422,MCC5-THU Motor_torque_circulation/bearing_inner_H_torque_circulation_40Nm_1000rpm_250704085422d.csv,118679699,1152000,9,70e14f7faafd6e3de38c0dbc1bb01fe55fa82455122ca9a9ea31a4b5d053d6e0,1,1,False
mcc5_000161_bearing_inner_H_torque_circulation_40Nm_2000rpm_250704085637d,bearing_inner_H_torque_circulation_40Nm_2000rpm_250704085637d,inner_race,torque_circulation,2000.0,40.0,250704085637,MCC5-THU Motor_torque_circulation/bearing_inner_H_torque_circulation_40Nm_2000rpm_250704085637d.csv,118703567,1152000,9,1fc9feb296a71700334284c25cf4e9f500673108a7dedb7e2e1d57094dbb0162,1,1,False
mcc5_000162_bearing_inner_H_torque_circulation_40Nm_3000rpm_250704085907d,bearing_inner_H_torque_circulation_40Nm_3000rpm_250704085907d,inner_race,torque_circulation,3000.0,40.0,250704085907,MCC5-THU Motor_torque_circulation/bearing_inner_H_torque_circulation_40Nm_3000rpm_250704085907d.csv,118720417,1152000,9,4698e63c833d9ce928c24d0a931ed8bba3649f681e8b6542e60289696c650179,1,1,False
mcc5_000163_bearing_inner_L_torque_circulation_20Nm_1000rpm_250707112415d,bearing_inner_L_torque_circulation_20Nm_1000rpm_250707112415d,inner_race,torque_circulation,1000.0,20.0,250707112415,MCC5-THU Motor_torque_circulation/bearing_inner_L_torque_circulation_20Nm_1000rpm_250707112415d.csv,118661894,1152000,9,f90d96212cd793e4bf15db56e7837cb7173bab28c88da7efc6384d0319390ee0,1,1,False
mcc5_000164_bearing_inner_L_torque_circulation_20Nm_2000rpm_250707112622d,bearing_inner_L_torque_circulation_20Nm_2000rpm_250707112622d,inner_race,torque_circulation,2000.0,20.0,250707112622,MCC5-THU Motor_torque_circulation/bearing_inner_L_torque_circulation_20Nm_2000rpm_250707112622d.csv,118702051,1152000,9,37345def6e1887ac260035915a140094381a42cbad746ecdd0f0588142bbbed6,1,1,False
mcc5_000165_bearing_inner_L_torque_circulation_20Nm_3000rpm_250707112823d,bearing_inner_L_torque_circulation_20Nm_3000rpm_250707112823d,inner_race,torque_circulation,3000.0,20.0,250707112823,MCC5-THU Motor_torque_circulation/bearing_inner_L_torque_circulation_20Nm_3000rpm_250707112823d.csv,118717746,1152000,9,4ef83bf60ceb5f145bc8de724e00a38bd1fd16db9a6b79bb2df3cbdbffe88617,1,1,False
mcc5_000166_bearing_inner_L_torque_circulation_40Nm_1000rpm_250707113035d,bearing_inner_L_torque_circulation_40Nm_1000rpm_250707113035d,inner_race,torque_circulation,1000.0,40.0,250707113035,MCC5-THU Motor_torque_circulation/bearing_inner_L_torque_circulation_40Nm_1000rpm_250707113035d.csv,118666212,1152000,9,3aaa2e581f5173f6b634b98cb931b0fdc20f7ae646d8897e4cfb41471ca47637,1,1,False
mcc5_000167_bearing_inner_L_torque_circulation_40Nm_2000rpm_250707113243d,bearing_inner_L_torque_circulation_40Nm_2000rpm_250707113243d,inner_race,torque_circulation,2000.0,40.0,250707113243,MCC5-THU Motor_torque_circulation/bearing_inner_L_torque_circulation_40Nm_2000rpm_250707113243d.csv,118698899,1152000,9,60faa9c3bec8c781b98489a8faaf5f0e29344c1de19bce3ad52b0e706e2237fa,1,1,False
