setting_label,evidence_status,source_file,true_label,prob__bearing_ball,prob__bearing_inner,prob__bearing_outer,prob__healthy,severity_group,condition,load_nm,predicted_label,correct,true_probability,max_probability
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/health_speed_circulation_40Nm_3000rpm_250702162804.csv,healthy,0.04150396235579782,0.00016547056841427114,0.00052091251349296,0.9578096551660336,Healthy (ungraded),Speed,40,healthy,True,0.9578096551660336,0.9578096551660336
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_ball_H_torque_circulation_20Nm_3000rpm_250707140229d.csv,bearing_ball,0.7051542562537318,0.29375162907895025,0.00097536061100652,0.00011875508227799175,High,Torque,20,bearing_ball,True,0.7051542562537318,0.7051542562537318
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_ball_H_torque_circulation_40Nm_3000rpm_250707143025d.csv,bearing_ball,0.8429172928379888,0.15702034563047002,3.767769642915642e-05,2.468222074474603e-05,High,Torque,40,bearing_ball,True,0.8429172928379888,0.8429172928379888
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_ball_L_torque_circulation_20Nm_3000rpm_250707153938d.csv,bearing_ball,0.9998747697094972,9.804598688143799e-06,1.2784458499327643e-05,0.00010264149057172817,Light,Torque,20,bearing_ball,True,0.9998747697094972,0.9998747697094972
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_ball_L_torque_circulation_40Nm_3000rpm_250707154630d.csv,bearing_ball,0.9997695229720669,1.4110584980027655e-06,5.510841908186368e-07,0.00022851904648840698,Light,Torque,40,bearing_ball,True,0.9997695229720669,0.9997695229720669
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_inner_H_torque_circulation_20Nm_3000rpm_250704085209d.csv,bearing_inner,0.0013370972996382708,0.9986616104469274,1.295532894496677e-06,4.41446199868895e-11,High,Torque,20,bearing_inner,True,0.9986616104469274,0.9986616104469274
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_inner_H_torque_circulation_40Nm_3000rpm_250704085907d.csv,bearing_inner,0.0007447350600002569,0.9992535747486034,1.689894484644916e-06,5.214289323794423e-11,High,Torque,40,bearing_inner,True,0.9992535747486034,0.9992535747486034
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_inner_L_torque_circulation_20Nm_3000rpm_250707112823d.csv,bearing_inner,0.005413776266408566,0.9611871078448043,7.530608012663124e-05,0.03332380944166814,Light,Torque,20,bearing_inner,True,0.9611871078448043,0.9611871078448043
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_inner_L_torque_circulation_40Nm_3000rpm_250707113444d.csv,bearing_inner,0.01103487023459701,0.9749465900861004,0.00013038591751462453,0.013888153629762959,Light,Torque,40,bearing_inner,True,0.9749465900861004,0.9749465900861004
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_outer_H_torque_circulation_20Nm_3000rpm_250821175544.csv,bearing_outer,1.221758479733424e-06,0.9999934079776537,5.375139664623457e-06,2.6051204364415944e-11,High,Torque,20,bearing_inner,False,5.375139664623457e-06,0.9999934079776537
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_outer_H_torque_circulation_40Nm_3000rpm_250707104611d.csv,bearing_outer,3.0124355318351552e-05,0.11569468237319129,0.8842704890726256,4.7083851548388386e-06,High,Torque,40,bearing_outer,True,0.8842704890726256,0.8842704890726256
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_outer_L_torque_circulation_20Nm_3000rpm_250708094011d.csv,bearing_outer,7.436787152868742e-05,0.01296034907004022,0.9865449271173183,0.0004203586898497796,Light,Torque,20,bearing_outer,True,0.9865449271173183,0.9865449271173183
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_outer_L_torque_circulation_40Nm_3000rpm_250708094556d.csv,bearing_outer,0.0012654612513683093,0.0003202498861351159,0.9968386073743016,0.0015756848778220624,Light,Torque,40,bearing_outer,True,0.9968386073743016,0.9968386073743016
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/health_torque_circulation_20Nm_3000rpm_250702155743d.csv,healthy,0.06025403532771726,0.0010183576624485382,0.0001606306194553906,0.9385669769385474,Healthy (ungraded),Torque,20,healthy,True,0.9385669769385474,0.9385669769385474
auxiliary_26,posthoc_exploratory_same_holdout,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/health_torque_circulation_40Nm_3000rpm_250702160849d.csv,healthy,0.06840624368314407,0.0001212225541266867,9.449620916252871e-05,0.9313780393296088,Healthy (ungraded),Torque,40,healthy,True,0.9313780393296088,0.9313780393296088
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_ball_H_speed_circulation_20Nm_3000rpm_250707144104.csv,bearing_ball,0.3672569222200751,0.11372520529910243,0.5182868109255463,0.00073106115703264,High,Speed,20,bearing_outer,False,0.3672569222200751,0.5182868109255463
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_ball_H_speed_circulation_40Nm_3000rpm_250707144708.csv,bearing_ball,0.5718930566813334,0.06678851748481608,0.3609258478406494,0.0003925783283944567,High,Speed,40,bearing_ball,True,0.5718930566813334,0.5718930566813334
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_ball_L_speed_circulation_20Nm_3000rpm_250707160626.csv,bearing_ball,0.6268593575585647,0.18758503858705705,0.17757886965695566,0.007976736438004294,Light,Speed,20,bearing_ball,True,0.6268593575585647,0.6268593575585647
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_ball_L_speed_circulation_40Nm_3000rpm_250707160826.csv,bearing_ball,0.6289396387332303,0.18355486208136296,0.18300562489049446,0.004499876948234878,Light,Speed,40,bearing_ball,True,0.6289396387332303,0.6289396387332303
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_inner_H_speed_circulation_40Nm_3000rpm_250704091435.csv,bearing_inner,0.0780494927367,0.9105348002303282,0.011399551918072294,1.6155058070815626e-05,High,Speed,40,bearing_inner,True,0.9105348002303282,0.9105348002303282
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_inner_L_speed_circulation_20Nm_3000rpm_250707114743.csv,bearing_inner,0.004157109655118061,0.9814269278489751,0.014415762868644025,2.0130963278356062e-07,Light,Speed,20,bearing_inner,True,0.9814269278489751,0.9814269278489751
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_inner_L_speed_circulation_40Nm_3000rpm_250707114941.csv,bearing_inner,0.0025226692208215533,0.9795657384172717,0.01771515898444088,0.00019643399523535618,Light,Speed,40,bearing_inner,True,0.9795657384172717,0.9795657384172717
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_outer_H_speed_circulation_20Nm_3000rpm_250707105700.csv,bearing_outer,0.28176842975961475,0.5115510343882843,0.20665451947450916,2.6018488234297667e-05,High,Speed,20,bearing_inner,False,0.20665451947450916,0.5115510343882843
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_outer_H_speed_circulation_20Nm_3000rpm_250821110519.csv,bearing_outer,0.12880135107318577,0.3299008775840643,0.5412867338609754,1.1036561429730767e-05,High,Speed,20,bearing_outer,True,0.5412867338609754,0.5412867338609754
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_outer_H_speed_circulation_40Nm_3000rpm_250707105959.csv,bearing_outer,0.2549792626958185,0.5739968354647271,0.17098682578204327,3.7075887050110225e-05,High,Speed,40,bearing_inner,False,0.17098682578204327,0.5739968354647271
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_outer_L_speed_circulation_20Nm_3000rpm_250708100411.csv,bearing_outer,0.053863430873982446,0.18195585547975118,0.7633728735653046,0.0008078385012335245,Light,Speed,20,bearing_outer,True,0.7633728735653046,0.7633728735653046
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/bearing_outer_L_speed_circulation_40Nm_3000rpm_250708100602.csv,bearing_outer,0.1457703471042148,0.31888104338800716,0.5353111539337495,3.745518623269512e-05,Light,Speed,40,bearing_outer,True,0.5353111539337495,0.5353111539337495
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/health_speed_circulation_20Nm_3000rpm_250702162533.csv,healthy,0.0632307269091108,0.1337734084670486,0.7465477543230924,0.056448107563827246,Healthy (ungraded),Speed,20,bearing_outer,False,0.056448107563827246,0.7465477543230924
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_speed_circulation/health_speed_circulation_40Nm_3000rpm_250702162804.csv,healthy,0.17130703475584313,0.13859220211664242,0.6399481663624953,0.05015260007182084,Healthy (ungraded),Speed,40,bearing_outer,False,0.05015260007182084,0.6399481663624953
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_ball_H_torque_circulation_20Nm_3000rpm_250707140229d.csv,bearing_ball,0.05887718198456138,0.10195069849405725,0.8391720132353819,1.0816233636330694e-07,High,Torque,20,bearing_outer,False,0.05887718198456138,0.8391720132353819
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_ball_H_torque_circulation_40Nm_3000rpm_250707143025d.csv,bearing_ball,0.3119932059476168,0.20395043543139857,0.48405632211907823,4.011459598994052e-08,High,Torque,40,bearing_outer,False,0.3119932059476168,0.48405632211907823
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_ball_L_torque_circulation_20Nm_3000rpm_250707153938d.csv,bearing_ball,0.4009785236582548,0.4260360738793082,0.1729854034072422,5.39561288131752e-22,Light,Torque,20,bearing_inner,False,0.4009785236582548,0.4260360738793082
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_ball_L_torque_circulation_40Nm_3000rpm_250707154630d.csv,bearing_ball,0.40093945879829807,0.36600612980274566,0.23305440984820244,1.2294203559568964e-16,Light,Torque,40,bearing_ball,True,0.40093945879829807,0.40093945879829807
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_inner_H_torque_circulation_20Nm_3000rpm_250704085209d.csv,bearing_inner,0.00251639225547956,0.9974836080067039,2.6356742797342195e-14,1.047651343356862e-27,High,Torque,20,bearing_inner,True,0.9974836080067039,0.9974836080067039
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_inner_H_torque_circulation_40Nm_3000rpm_250704085907d.csv,bearing_inner,0.0122415562625315,0.9877584448406704,4.3310797376087486e-13,6.685856442989779e-25,High,Torque,40,bearing_inner,True,0.9877584448406704,0.9877584448406704
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_inner_L_torque_circulation_20Nm_3000rpm_250707112823d.csv,bearing_inner,0.023511149484280663,0.9763801702411173,0.0001086785923986011,2.0134693674048366e-09,Light,Torque,20,bearing_inner,True,0.9763801702411173,0.9763801702411173
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_inner_L_torque_circulation_40Nm_3000rpm_250707113444d.csv,bearing_inner,0.010040552040596817,0.9899355490974973,2.3899104921393825e-05,4.468664522095905e-10,Light,Torque,40,bearing_inner,True,0.9899355490974973,0.9899355490974973
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_outer_H_torque_circulation_20Nm_3000rpm_250821175544.csv,bearing_outer,0.07163194811317745,0.9283680524722022,7.958242153435404e-13,2.881031766899197e-31,High,Torque,20,bearing_inner,False,7.958242153435404e-13,0.9283680524722022
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_outer_H_torque_circulation_40Nm_3000rpm_250707104611d.csv,bearing_outer,0.20252374505903328,0.7138629736383049,0.08361328159498845,1.5078780366168165e-15,High,Torque,40,bearing_inner,False,0.08361328159498845,0.7138629736383049
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_outer_L_torque_circulation_20Nm_3000rpm_250708094011d.csv,bearing_outer,0.05780412809559256,0.15403523023367655,0.7881606449070095,7.954154985503642e-11,Light,Torque,20,bearing_outer,True,0.7881606449070095,0.7881606449070095
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/bearing_outer_L_torque_circulation_40Nm_3000rpm_250708094556d.csv,bearing_outer,0.02471963975044269,0.3546567424448959,0.620623617809243,8.222754757677918e-11,Light,Torque,40,bearing_outer,True,0.620623617809243,0.620623617809243
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/health_torque_circulation_20Nm_3000rpm_250702155743d.csv,healthy,0.027862849299234837,0.20776789827646275,0.7643683227333558,9.300192985441715e-07,Healthy (ungraded),Torque,20,bearing_outer,False,9.300192985441715e-07,0.7643683227333558
full_engineered_254,corrected_formal_train_only_zscore,data/raw/mcc5_thu_motor/MCC5-THU Motor/MCC5-THU Motor_torque_circulation/health_torque_circulation_40Nm_3000rpm_250702160849d.csv,healthy,0.021786716476068942,0.18552547886321372,0.7926373238451179,5.048089952393206e-05,Healthy (ungraded),Torque,40,bearing_outer,False,5.048089952393206e-05,0.7926373238451179
