split_name,setting,input_group,feature,transformed_mean,transformed_std,fitted_scale,constant,status
cross_condition,full_engineered_features_254,scalar,cur_2_energy,-2.4166795530093564e-10,1.000000000574676,168.6984311525692,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_high_frequency_ratio,-2.2128666621013727e-10,0.9999999990756294,9.206480474217776e-06,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_impulse_factor,6.78172809106423e-11,1.0000000023348776,0.242409398262517,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_kurtosis,-1.9268256468582688e-10,0.9999999962849894,0.2180058323586543,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_mean,5.902829831164616e-10,0.9999999988795087,0.0036367499943427,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_order_energy_0.5_1.5,-2.30152670427486e-10,0.9999999995272554,1500983.0717702585,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_order_energy_1.5_2.5,-6.77163787051482e-10,0.9999999994098276,8626.879489230856,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_order_energy_10_20,-5.244212801991481e-10,0.9999999990419676,855.8117444372614,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_order_energy_2.5_5,5.403480477535604e-10,1.000000001209007,3848.0864203274286,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_order_energy_20_50,4.798193521768353e-10,1.0000000007395284,503.4429824751169,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_order_energy_5_10,5.601710272476082e-10,1.0000000009394785,1762.7407585836304,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_order_entropy,1.9214457899302664e-10,1.0000000007145322,0.4882703201658661,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_peak,-5.377370238578363e-10,1.0000000013514696,0.0473912377793508,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_peak_order,-6.52507304988564e-09,0.9999999997234864,0.2495813267562373,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_peak_order_amp,-2.1934752666853267e-10,0.9999999998466026,353.36265569885563,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_peak_to_peak,4.533426104663745e-11,1.0000000001153977,0.0950642852013819,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_rms,-5.524276198425693e-10,1.0000000011052737,0.0343635846065624,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_shape_factor,3.4830987037533196e-11,0.9999999983246828,0.0361882972765194,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_skewness,-1.5786891274283948e-10,0.9999999932445128,0.0778774516664917,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_spectral_centroid,-1.7976851701109648e-10,1.0000000001368283,20.70054538095328,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_spectral_entropy,1.9214457899302664e-10,1.0000000007145322,0.4882703201658661,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_spectral_kurtosis,1.9157072758737302e-10,1.0000000002411196,1339.9426549544146,False,pass
cross_condition,full_engineered_features_254,scalar,cur_2_std,2.6963364713645634e-10,0.9999999999891418,0.0343995325619473,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_clearance_factor,-8.836833437561323e-11,1.0000000004958347,61.86355587659296,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_crest_factor,-4.9666839159322417e-11,1.0000000000010012,1.312131476223028,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_energy,2.8562377745024257e-10,0.9999999993025692,8813.555290820277,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_impulse_factor,4.6451358449643196e-10,1.0000000007638292,9.891418733509669,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_kurtosis,-1.7659320589981306e-10,0.9999999978302626,10.21162493305987,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_mean,4.489909039735011e-11,0.99999999664882,0.1903288117773319,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_peak,1.4832982864760955e-10,0.9999999974676432,0.2691032604974354,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_peak_to_peak,5.919806268581869e-10,0.9999999929164246,0.3054482682325993,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_rms,1.000175179103821e-11,1.0000000001579623,0.2973464229227748,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_shape_factor,3.307320845059038e-10,1.0000000010509464,0.9935998744708808,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_skewness,5.39281640558054e-10,1.0000000010554064,1.3381644491417777,False,pass
cross_condition,full_engineered_features_254,scalar,key_phase_0_std,-4.960180266668167e-10,1.0000000010324137,0.2500825520381196,False,pass
cross_condition,full_engineered_features_254,scalar,load_nm,0.0,1.0,10.0,False,pass
cross_condition,full_engineered_features_254,scalar,rpm_nominal,-2.4652656386880312e-08,0.999999999801807,785.3547013422757,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_clearance_factor,1.9368067758644168e-10,1.0000000057220988,0.2981833704447049,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_crest_factor,-5.155929349802953e-10,0.99999999362097,0.068556563177919,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_energy,1.2226860616460188e-10,0.9999999999178087,1699.2311718524309,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_impulse_factor,2.24589898363931e-10,1.0000000044086907,0.1394557154928884,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_kurtosis,-3.619089531655614e-11,1.0000000054636269,0.4815742130016742,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_mean,-5.784422168988677e-11,0.9999999993973572,0.171203563277743,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_peak,-1.0038573922900983e-10,1.000000000187574,0.1719711042166438,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_peak_to_peak,-7.356284855737316e-10,0.9999999923965304,0.0425401022803406,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_rms,-3.7950706293893965e-11,0.999999999739347,0.1709216871530776,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_shape_factor,3.7376854888240325e-10,1.0000000063582537,0.0327015781490989,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_skewness,3.0285007933370776e-10,0.9999999985266884,0.215485934248272,False,pass
cross_condition,full_engineered_features_254,scalar,torque_0_std,-5.17910457792503e-10,0.9999999947089668,0.0152696016268839,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_band_energy_0_500,4.706490124418788e-10,1.0000000011556338,4667.248683068865,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_band_energy_2000_5000,-1.4550002390348007e-10,0.9999999997423882,330082.5545779175,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_band_energy_500_2000,3.610720865323165e-11,0.999999999957277,1177991.3770176475,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_clearance_factor,-4.0827136464732826e-11,0.9999999989833528,2.717466209354071,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_crest_factor,4.552076275347488e-11,1.0000000025526656,1.2872091756705804,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_dominant_frequency,-2.44843266412219e-10,1.0000000019882926,660.4519282802144,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_energy,3.5337679895868925e-10,1.000000001153405,199.6382227625961,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_envelope_band_energy,4.697117218126443e-10,1.0000000005447416,252112.05253838692,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_envelope_kurtosis,2.1883823354601507e-10,1.0000000012912984,6.858127281411268,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_envelope_rms,9.19692519460898e-11,0.9999999997435736,0.0809040944147975,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_envelope_spectrum_peak_amp,-1.386030473217804e-11,1.0000000000316756,151.10067704502487,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_envelope_spectrum_peak_freq,1.863027716834726e-09,1.0000000006555494,278.4280931028776,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_high_frequency_ratio,-1.419977370433502e-10,0.9999999989234704,0.0030349685502083,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_impulse_factor,-4.264230019224098e-10,0.999999999316064,2.06301707767951,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_angle_revolutions,-2.932457196410847e-09,0.9999999908374042,22.454505647160413,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_estimated_rpm,8.816748638363443e-10,0.9999999995280012,2906.5807471593,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_order_energy_0.5_1.5,1.786016858196008e-10,1.0000000012133807,2296.878415176516,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_order_energy_1.5_2.5,3.245607908476038e-11,0.999999999950142,89.92631607064985,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_order_energy_10_20,-5.395069967871492e-11,0.9999999985018956,2689.828701402148,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_order_energy_2.5_5,2.803455400419909e-10,0.99999999849683,167.07481604295353,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_order_energy_20_50,-1.629833633957276e-10,0.9999999987191388,1044560.2765460672,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_order_energy_5_10,4.91436181849801e-10,1.0000000014460158,540.304259139254,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_order_entropy,-2.2838090421253037e-11,0.999999998825712,0.5850522228865895,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_peak_order,2.391430091160596e-09,0.999999999397455,30.754677149590563,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_peak_order_amp,-3.7754640396962304e-12,0.9999999999866768,190.57231780916544,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_pulse_count,-2.932457196410847e-09,0.9999999908374042,22.454505647160413,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_keyphase_rpm_std,-6.2062029521441e-11,0.9999999971021596,512.5045004870948,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_kurtosis,-3.9451088614925865e-11,1.0000000012607764,4.593633719835334,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_mean,5.642213870322781e-10,1.0000000006092862,2.1714089580347025e-05,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_order_energy_0.5_1.5,1.3558195877576634e-10,0.9999999993591336,2399.245650932394,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_order_energy_1.5_2.5,-3.3096879821073603e-10,1.0000000002531404,123.72346452834928,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_order_energy_10_20,-5.1636165675911915e-11,0.9999999997531456,4989.009573074524,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_order_energy_2.5_5,-2.5704597744869136e-10,0.9999999999757956,209.27769770319568,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_order_energy_20_50,3.1694530448507526e-10,1.0000000033305227,1193960.6934236714,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_order_energy_5_10,3.0627405938744113e-10,1.0000000015707686,1857.4857335756124,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_order_entropy,1.8164548931708856e-10,1.0000000000152809,0.9689364084743728,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_peak,7.093711971937922e-10,1.000000000557472,0.1796563039476289,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_peak_order,4.721822716663596e-10,1.0000000014174033,33.818676305234526,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_peak_order_amp,4.02138327749405e-11,1.000000000980532,332.0063822603909,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_peak_to_peak,5.625656613424504e-11,0.999999999720104,0.3453721707640436,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_rms,2.446498904437515e-10,1.000000001052579,0.0571756642224888,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_shape_factor,2.3073608602323382e-11,1.000000000814593,0.0866391213236901,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_skewness,-2.7987809025113554e-10,1.0000000028168712,0.0967870661867934,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_spectral_centroid,1.4134438330753828e-10,1.0000000003339893,381.89024623878606,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_spectral_entropy,1.8164548931708856e-10,1.0000000000152809,0.9689364084743728,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_spectral_kurtosis,4.1990620189695575e-10,1.000000001717956,1612.2630509287528,False,pass
cross_condition,full_engineered_features_254,scalar,vib_0_std,2.9495962250597026e-11,0.9999999993859552,0.0572078338403221,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_band_energy_0_500,3.971410384251713e-10,0.9999999997428825,536.5575930812354,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_band_energy_2000_5000,2.7056137357559635e-10,0.9999999991139404,96384.85293490849,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_band_energy_500_2000,-8.405978629054e-10,0.9999999993741636,642212.6534302385,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_clearance_factor,-6.786832977527024e-10,0.9999999955312966,4.1733931126805786,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_crest_factor,8.939409376321911e-11,0.9999999994759874,1.7742341911802373,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_dominant_frequency,2.2505113143122515e-09,0.9999999991688094,437.6982081941757,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_energy,-1.361940669417969e-11,1.0000000002109803,109.99194257776034,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_envelope_band_energy,-1.4928983422831762e-10,0.9999999990289282,154373.0745143092,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_envelope_kurtosis,2.457092739371574e-10,1.0000000085718357,4.900889214855599,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_envelope_rms,-7.46848476078022e-10,0.9999999998827692,0.0716897253908134,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_envelope_spectrum_peak_amp,6.06010994845478e-11,1.000000000479849,97.30264695494088,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_envelope_spectrum_peak_freq,9.203811411476823e-10,1.0000000002256728,190.14417928991253,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_high_frequency_ratio,-2.5399619633239467e-10,0.9999999986640484,0.0033471895539319,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_impulse_factor,3.1665837878224837e-10,1.000000000314947,3.084211926830558,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_angle_revolutions,-2.932457196410847e-09,0.9999999908374042,22.454505647160413,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_estimated_rpm,8.816748638363443e-10,0.9999999995280012,2906.5807471593,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_order_energy_0.5_1.5,-3.519741507051828e-11,0.999999992756337,94.41467381628166,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_order_energy_1.5_2.5,2.6119803147334784e-10,1.0000000002451368,102.20176400167978,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_order_energy_10_20,-2.529202249467941e-10,0.999999999232805,10438.65266787077,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_order_energy_2.5_5,-3.4785796239337967e-10,0.9999999983311731,82.33647960563393,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_order_energy_20_50,-7.773008573380417e-10,0.9999999967925448,412487.8648549341,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_order_energy_5_10,-1.4734113049661882e-10,1.0000000006209353,272.732840277482,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_order_entropy,-2.3273739280045087e-10,0.9999999999096432,1.268862077093866,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_peak_order,-8.871589704363745e-09,1.0000000061710328,26.2957567236817,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_peak_order_amp,1.670481441857742e-10,1.000000000694943,264.99171580842744,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_pulse_count,-2.932457196410847e-09,0.9999999908374042,22.454505647160413,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_keyphase_rpm_std,-6.2062029521441e-11,0.9999999971021596,512.5045004870948,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_kurtosis,-4.6008895105409004e-10,0.9999999973987916,3.501455754006192,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_mean,3.1192029395361525e-10,0.999999999613904,2.141225835150629e-05,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_order_energy_0.5_1.5,-6.274706463694005e-10,0.9999999999360428,85.96239180329002,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_order_energy_1.5_2.5,3.2383032582915717e-10,0.999999997889834,130.04480260726314,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_order_energy_10_20,2.4185923910282016e-10,1.0000000044891342,55915.72372392156,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_order_energy_2.5_5,-1.7700685712138835e-10,1.0000000003718608,90.2105633931872,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_order_energy_20_50,-4.1491847676281616e-10,0.9999999985532684,646137.2461574515,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_order_energy_5_10,-7.399335666398958e-11,0.9999999995251468,378.334830340517,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_order_entropy,-5.172194450581951e-11,0.99999999985077,1.37617870463347,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_peak,-5.758790139536146e-10,0.9999999997769612,0.1619355061798351,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_peak_order,-1.1179007949736646e-09,0.999999990560761,26.5964574418666,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_peak_order_amp,-4.572088969518482e-10,0.9999999992623122,325.90107305994786,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_peak_to_peak,5.725889325612003e-10,1.0000000002012466,0.3086740570128966,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_rms,-3.727356163522267e-10,0.9999999991720844,0.0506913810022355,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_shape_factor,3.4679275072163515e-10,1.000000000961183,0.101843417552175,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_skewness,-2.1907972934589426e-10,0.9999999919835028,0.1424951484395234,False,pass
cross_condition,full_engineered_features_254,scalar,vib_1_spectral_centroid,6.957350531669478e-11,0.9999999992447696,264.63969554264384,False,pass
